"Notes","County","County Code","Year","Year Code","Underlying Cause of death","Underlying Cause of death Code","Multiple Cause of death","Multiple Cause of death Code",Deaths,Population,Crude Rate
,"San Bernardino County, CA","06071","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",69,2189183,3.2
,"San Bernardino County, CA","06071","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",10,2189183,Unreliable
,"San Bernardino County, CA","06071","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",97,2189183,4.4
,"San Bernardino County, CA","06071","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",147,2189183,6.7
,"San Bernardino County, CA","06071","2020","2020","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",15,2189183,Unreliable
,"San Bernardino County, CA","06071","2021","2021","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",123,2194710,5.6
,"San Bernardino County, CA","06071","2021","2021","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",127,2194710,5.8
,"San Bernardino County, CA","06071","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Heroin","T40.1",15,2194710,Unreliable
,"San Bernardino County, CA","06071","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",183,2194710,8.3
,"San Bernardino County, CA","06071","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",33,2194710,1.5
,"San Bernardino County, CA","06071","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",213,2194710,9.7
,"San Bernardino County, CA","06071","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Heroin","T40.1",35,2194710,1.6
,"San Bernardino County, CA","06071","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",127,2194710,5.8
,"San Bernardino County, CA","06071","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Cocaine","T40.5",12,2194710,Unreliable
,"San Bernardino County, CA","06071","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",145,2194710,6.6
,"San Bernardino County, CA","06071","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",198,2194710,9.0
,"San Bernardino County, CA","06071","2022","2022","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",86,2193656,3.9
,"San Bernardino County, CA","06071","2022","2022","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",87,2193656,4.0
,"San Bernardino County, CA","06071","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Heroin","T40.1",12,2193656,Unreliable
,"San Bernardino County, CA","06071","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",230,2193656,10.5
,"San Bernardino County, CA","06071","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",25,2193656,1.1
,"San Bernardino County, CA","06071","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",255,2193656,11.6
,"San Bernardino County, CA","06071","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",108,2193656,4.9
,"San Bernardino County, CA","06071","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",111,2193656,5.1
,"San Bernardino County, CA","06071","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",150,2193656,6.8
,"San Bernardino County, CA","06071","2022","2022","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",11,2193656,Unreliable
,"San Bernardino County, CA","06071","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",80,2195611,3.6
,"San Bernardino County, CA","06071","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",82,2195611,3.7
,"San Bernardino County, CA","06071","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",226,2195611,10.3
,"San Bernardino County, CA","06071","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",29,2195611,1.3
,"San Bernardino County, CA","06071","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",241,2195611,11.0
,"San Bernardino County, CA","06071","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",11,2195611,Unreliable
,"San Bernardino County, CA","06071","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",189,2195611,8.6
,"San Bernardino County, CA","06071","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Cocaine","T40.5",10,2195611,Unreliable
,"San Bernardino County, CA","06071","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",17,2195611,Unreliable
,"San Bernardino County, CA","06071","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",185,2195611,8.4
,"San Bernardino County, CA","06071","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",256,2195611,11.7
,"San Diego County, CA","06073","2018","2018","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Benzodiazepines","T42.4",10,3343364,Unreliable
,"San Diego County, CA","06073","2018","2018","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",117,3343364,3.5
,"San Diego County, CA","06073","2018","2018","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",128,3343364,3.8
,"San Diego County, CA","06073","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Heroin","T40.1",29,3343364,0.9
,"San Diego County, CA","06073","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other opioids","T40.2",23,3343364,0.7
